0	0
1	1
2	2,3
3	4
4	5,8
5	9
6	10,12
7	13,14
8	15
9	16
10	17
11	18
12	19,20
13,15	21,22
16	23,25
17	26
18	27
19	28,29
20	30
21	31
22	32
23	33
24	34
25	35
26	36
27	37,38
28	39
29,30	40,41
31,32	42
33,34	43,44
35	45
36	46
37	47
38	48
39	49
40,41	50
42	51
43,44	52
45	53
46	54
47	55
48	56
49,50	57,58
51	59,60
52	61,63
53	64,65
54,55	66
56,57	67
58	68
59	69,70
60	71,72
61,62	73
63	74
64	75
65	76
66	77
67	78
68	79
69	80
70	81
71	82
72	83
73,74	84
75	85
76	86
77	87
78,79	88
80	89
81	90
82	91
83	92,93
84,85	94
86	95
87	96
88	97
89,90	98
91	99
92	100,102
93	103
94	104
95	105
96	106
97	107,108
98,99	109,110
100	111
101	112
102,103	113,115
104,105	116,118
106	119
107	120
108,109	121,122
110	123,125
111	126,129
-1	130
112	131
113	132
114,115	133
116	134,135
117	136
118	137,138
119,121	139
122	140
123	141
124	142,143
125,126	144,145
127	146
128,129	147
130	148
131	149
132,133	150
134,135	151
136	152
137	153
138	154
139	155
140,141	156,157
142	-1
143	158
144	159
145	160
146	161
147	162,163
148	164
149	165
150	166
151,152	167,168
153	169
154	170,171
155	172
156	173,174
157,158	175,176
159	177,178
160	179
161	180
162	181
163,164	182
165,166	183,184
167	185,186
168	187
169	188
170	189
171	190
172	191
173	192
174	193
175	194
176	195
177	196
178	197
179	198
180,182	199,200
183	201
184	202
185	203
186,187	204,205
188	206,207
189	208,209
190,191	210,211
192	212
193	213
194	214
195	215,216
196	217
197	218
198	219
199,200	220,221
201	222
202	223
203	224
204	225
205	226
206	227
207	228
208,209	229
210	230
211	231,232
212	233
213	234
214	235,236
215	237
216	238,239
217	240
218	241
219	242
220	243
221	244,246
222	247
223	248,249
224	250
225,226	251,252
227,229	253,254
230,231	255
232,233	256
234	257
235	258,259
236	260,261
237	262,263
238	264,265
239	266,267
240	268,269
241	270,272
242	273
243,244	274,276
245	277,278
246	279
247	280
248	281
249	282
250	283
251	284
252	285,286
253	287
254	288
255	289,290
256	291
257	292
258	293,294
259	295,296
260	297,300
-1	301
261	302
262	303
263	304,306
264	307,308
265	309,310
266	-1
267	-1
268	-1
269	-1
270	-1
271	-1
272	-1
273	-1
274	-1
275	-1
276	-1
277	-1
278	-1
279	-1
280	-1
281	-1
282	-1
283	-1
284	-1
285	-1
286	-1
287	-1
288	-1
289	-1
290	-1
291	-1
292	-1
293	-1
294	-1
295	-1
296	-1
297	311
298	312
299	313
300	314,317
301	318,321
302	322
303	-1
304	-1
305	-1
306	-1
307	-1
308	323,324
309,311	325,326
312	327,329
313	330
314,315	331,332
316	333
317	334
318	335
319,320	336,337
321	338,339
322	340,341
323	342,344
324	345
325	346,349
326	350,351
327	352,354
328	355
329	356,358
330	359,360
331	361
332	362,364
333	365
334,335	366
336	367,368
337	369
338	370
339	371
340	372,373
341	374
342	375
343	376,377
344	378
345,346	379,380
347	381,382
348	383
349,350	384,385
351	386
352	387
353	388
354	389
355	390,391
356,357	392,393
358	394
359	395
360	396,397
361	398
362	399
363	400
364	401
365	402
366	403
367	404
368	405
369	406
370	407
371	408,409
372	410
373,374	411
375,376	412
377,378	413,414
379	415,416
380	417
381	418
382	419
383	420
384	421
385	422
386,387	423
388	424
389	425
390	426
391	427,428
392	429
393	430,431
394	432
395	433
396	434
397	435
398	436
399	437
400	438
401	439
402	440
403	441,442
404,405	443,444
406	445
407	446,447
408	448
409	449
410	450
411	451
412	452
413	453,455
414	456,457
415,416	458
417	459,460
418	461,464
419,420	465,466
421	467
422,423	468,469
424	470
425	471
426	472,473
427	474
428,429	475,476
430	477
431,432	478
433,434	479,480
435	481
436	482
437,438	483
439,440	484
441	485
442	486
443	487
444,445	488,489
446	490
447	491
448	492,493
449	494
450	495
451	496
452,453	497
454	498
455	499
456,457	500,501
458	502
459,460	503
461	504
462	505
463,464	506
465,466	507
467	508
468	509
469	510
470	511
471	512
472,473	513
474,475	514
476	515
477	516
478,479	517
480	-1
481	-1
482	-1
483	-1
484	-1
485	-1
486	-1
487	-1
488	518
489	519
490	520
491	521
492,493	522
494	523
495	524
496,497	525,526
498	527
499	528
500	529
501	530
502	531
503,504	532,533
505	534
506	535,536
507	537
508	538
509,510	539
511	540
512	541
513	542
514	543
515,516	544
517	545
-1	546
518	547
519	548
520	549,550
521	551,552
-1	553
-1	554
-1	555
522	556,559
-1	560
523	561
524	562
525	563
526	564
527	565
528	566
529,530	567
531	568
532,534	569
535	570
536	571
537,538	572
539,540	573
541	574
542	575
543,544	576
545,546	577
547	578
548,549	579
550,551	580
552	581
553	582
554,556	583
557	-1
558,560	584,585
561,563	586,587
564	588
565,566	589
567	590
568	591
569,570	592
571	593
-1	594
572	595
573,574	596
575,576	597,598
577,580	599
581	600,601
582,584	602
585	603
586,587	604
588,589	605
590	606
591	607
592,593	608
594,595	609,611
596	-1
597	-1
598	-1
599	-1
600	-1
601	-1
602	-1
603	612
604	613
605,606	614
607	615,616
608	617
609	618
610,611	619
612,613	620
614,615	621
616	622,623
617	624
618,619	625
620	626
621	627,629
622	630,631
623	632,633
624	634,635
625	636
626,627	637
628	638
629,630	639,641
631	642
632,634	643
635	644,645
636,637	646,647
638,639	648
640,641	649,651
642,643	652
644,645	653
646	654
647,648	655,657
649	658
650,652	659
653	660
654	661,662
655	663,664
656	665
657	666
658,659	667
660	668
661	669
662,663	670,671
664	672
665	673
666	674
667,668	675
669	676,677
670	678,680
671	681
672	682,683
673	-1
674	-1
675	-1
676	-1
677	-1
678	-1
679	-1
680	-1
681	-1
682	-1
683	-1
684	-1
685	-1
686	-1
687	-1
688	-1
689	-1
690	-1
691	-1
692	-1
693	-1
694	-1
695	684,686
696	687
697	688
698	689
699	690,691
700	692
701	693,694
702	695,697
703	698,699
704	-1
705	700,701
706	702
707	703
708	704,705
709	706,707
710	708
711	709
712	710
713	711,712
714	713
715,716	714
717	715,716
718	717,719
719,720	720,721
721	722
722	723,724
723,724	725,727
725	728,730
726	731,732
727	733
728	734
729	735
730	736
731	737
732	738
733	739
734	740
735	741
736	742,743
737	744
738	745,746
739	747
740	748
741	749
742,743	750,752
744,745	753,754
746	755,756
747	757,758
748	759
749	760
750	761,762
751	763
752	764,765
753	766,767
754	768
755	769
756	770
757	771,772
758	773
759,760	774,775
761	776,777
762	778
763	779
764	780
765	781
766,767	782,784
768	785
769	786
770	787
771	788
772	789
