0	0
1,6	1
7	2,3
8,9	4
10	5,6
11	7,8
12	9
13	10
14,15	11
16	12,13
17	14
18	15
19	16
20	17
21,22	18
23	19
24	20,21
25	22
26	23
27	24
28	25
29	26
30	27
31	28
32	29
33	30
34	31,32
35	33
36,37	34,35
38	36
39	37,38
40	39,41
41,42	42
43	43
44	44
45	45
46	46
47,48	47,48
49	49,50
50	51
51	52,53
52	-1
53	54
54	55
55	56,57
56,58	58,59
59,60	60
61	61
62	62
63	63
64	64,65
65	66
66,67	67,68
68	69,71
69	72
70	73
71	74
72	75
73,75	76
76,77	77
78	-1
79	78
80	79,80
81	81,83
82	84
83	85
84	86
85,86	87,88
87	89
88	90
89	91
90	92
91	-1
92	93
93	94
94	95,96
95	97
96,97	98
98,99	99
100	100
101,102	101,103
103	104
104	105
105	106
106	107
107	108,109
108	110
109	111
110,112	112,113
113	114,115
114	116
115	117
116	118,119
117	120,122
118	123,124
119	125
120,122	126
123	-1
124	127,128
125	129
126	130
127	131
128	132,134
129	135,137
130	138
131,132	139,143
133	144,145
134	146
135	147
136	148,149
137,139	150,151
140	152
141	153
142	154
143	155
144	156
145,146	157
147	158
148	159
149	160
150	161
151	162
152	163
153	164
154	165
155	166,167
156	168
157	169
158	170
159	171
160	172
161	173,174
162	175
163	176
164	177
165	178
166	179
167	180
168	181
169	182
170,172	183,185
173	186,187
174	188,189
175,176	190
177,178	191,193
179	194
180,181	195,196
182	197
183,184	198
185,186	199
187	200
188,189	201,202
190	203
191	204
192	205
193,195	206
196	207
197	208
198	209
199,200	210
201	211
202	212,213
203	214,215
204	216
205	-1
206	217
207	218
208	219
209,210	220
211	221
212	222
213	-1
214	-1
215	-1
216	223,224
217,218	225
219,220	226,227
221	228
222	229,230
223	231,232
224,225	233
226	234
227,229	235
230	-1
231	236
232	237,238
233	239
234,235	240
236	241
237	242
238,239	243
240	244
241	245
242	246,247
243	248
244	249
245	250
246	251,252
247	253
248	254
249,251	255
252	256
253	257
254	258,260
255	261
256	262,263
257	264
258	265
259	266
260	267
261	268
262	269
263	270
264	271,273
265	274
266	275
267,268	276,278
269	279,280
270	281,282
271	283,284
272	285,287
273	288
274	289
275	290
276	291,292
277,278	293,294
279,280	295,296
281	297
282	298
283,284	299
285	300
286,287	301,302
288	303
289,294	304,305
295	306,307
296	308
297,299	309
300	310
301	311
302	312
303	313
304	314
305	315
306	316
307,308	317
309,310	318
311	319
312	320
313	321
314	322
315	323
316	324,325
317	326
318,320	327
321	328,330
322	-1
323	-1
324	-1
325	-1
326	-1
327,328	331,332
329	333
330	334
331	335
332	336,338
333	339,340
334	341,342
335	343
336	344,345
337	346
338	347,348
339	349
340	350
341,342	351
343,344	352
345	353
346	354,356
347,348	357,358
349	359
350	360
351	361,362
352,353	363
354	364,365
355	-1
356	366
357	367
358	368
359	369
360	370
361	371
362	372
363	373,374
364	375,376
365	377
366,367	378,379
368	380
369,371	381
372	382
373	383,384
374	385
375,376	386
377,378	387
379,382	388
383	389
384,387	390
388	391
389	392
390	393
391,392	394
393,395	395
396	396,397
397	398
398	399
399	400
400,401	401
402	402
403	403
404	404
405	405
406	406
407	407,408
408	409
409	-1
410	410
411,412	411
413	-1
414	412
415	413
416	414
417,418	415
419	416
420	417
421	418
422	419
423	420,421
424	422,423
425,426	424
427	425
428	426
429	427,428
430	429
431,433	430,431
434	432,433
435,437	434
438	435
439	436,437
440	438
441	439,440
442,445	441
446,447	442
448,450	443
451	444,445
452	446
453	447
454,455	448,449
456	450
457	451
458	452
459,460	453
461	454
462	455
463,464	456
465	-1
466,467	457
468	-1
469,471	458,459
472	460
473	461,462
474,475	463,465
476,478	466
479,480	467,468
481,482	469,470
483,484	471,473
485	474
486	475,477
487	478
488,489	479
490	480
491	481
492,493	482,483
494	484
495	485
496	486
497,500	487
501	488
502	489
503	490
504,505	491
506	492
507	493
508	494
509	495
510	496
511	497,498
512	499
513	500
514	501
-1	502
515	503,504
516	505
517	506
518	507
519	508
520	509
521	510
522	511
523	512
524	513
525,526	514
527	515
528	516
529,530	517,518
531	519
532	520,521
533	522,523
534	524,525
535	526
536,538	527
539	528,529
540	530,531
541	532
542	533
543	534
544	535
545,546	536,537
547	538
548	539
549	540
550	541
551	542
552,553	543
554	544
555	545,546
556	-1
557,558	547
559	548,549
560	550,551
561	552,553
562	554
563	555,556
564,565	557
566	558,559
567,568	560
569	561
570	562
571	-1
572	563,564
573,574	565,566
575,576	567
577	568
578	-1
579	569,572
580	573
581	574
582	575
583	576
584,585	577,578
586	579,580
587	581,582
588	583
589	584
590	585,586
591,592	587
593,594	588,589
595	590
596,597	591
598	592,593
599	594,596
600	597,599
601	600
602,604	601
605	602
606,607	603,605
608,610	606,609
611	610
612	611
613	612
614	613
615	614
616	615
617	616
618	617
619	618
620	619,620
621,623	621,622
624	623
625	-1
626	-1
627	-1
628	-1
629	-1
630	-1
631	-1
632,634	624,626
635,636	627,628
637	629
638	630
639	631
