0	0,2
1	3,6
2,3	7,8
4	9,10
5	11
6	12
7,8	13,14
9	15
10	16
11	17,18
12,13	19
14,15	20
16,17	21,22
18	23,24
19	25
20,21	26
22	27
23	28
24	29
25	30
26	31
27	32
28	33
29	34
30	35
31,32	36
33	37
34,35	38,39
36	40
37	41
38	-1
39	42
40,41	43
42	44,45
43	46
44	47
45	48
46	49
47	50,51
48	52
49,50	53
51	54
52,53	55,56
54	57
55	58
56,57	59
58	60,62
59	63
60	64,65
61	66
62	67,68
63	69
64,65	70
66	71
67,68	72,73
69	74
70,71	75
72	76
73	77
74	78
75	79
76	80,82
77	83,85
78	86
79,80	87
81	88
82,83	89
84	90
85	91
86	92
87,88	93,94
89	95
90	96
91	97
92	98
93	99,100
94	101
95,96	102
97	103
98	104,105
99	106,107
100	108
101,102	109
103	110
104	111
105	112
106	113
107	114
108,109	115
110	116,117
111	118
112	119,121
113	122
114,115	123,124
116	125
117	126
118,119	127
120,122	128
123	129
124	130
125	131
126	132,134
127,128	135,136
129	137
130	138
131	139,140
132,134	141
135	142
136,137	143
138	144
139,140	145
141,143	146
144	147
145	148
146	149
147	150
148	151
149	152
150	153,154
151	155
152	156
153	157
154	158
155	159
156	160
157,158	161
159	162
160	163
161	164
162	165
163	166
164	167
165	168
166,167	169
168	170
169	171
170,171	172,173
172	174,175
173,174	176
175	177
176	178
177	179
178	180
179	181
180	182
181	183
182	184,185
183	186,187
184,185	188
186,187	189
188	190
189	191
190	192,193
191	194
192,193	195
194	196
195,196	197,198
197	199
198	200,201
199	202,203
200,202	204
203	205
204,205	206
206	207,209
207	210
208	211,212
209	213
210	214,215
211	216
212,213	217
214	218
215	219
216	220
217,218	221,222
219	223
220	224,225
221	226
222	227,228
-1	229
223	230
224	231
225	232,233
226,227	234,235
228	236
229,230	237
231	238
232	239
233	240,241
234	242
235	243,245
236	246,247
237,238	248
239	249
240	250,251
241	252
242	253
243	254,255
244,245	256,257
246,247	258
248,249	259
250	260
251	261
252	262
253	263
254	264
255	265,267
256	268
257	269
258,260	270
261	271
262,263	272
264	273
265	274
266	275
267	276
268	277
269	278
270	279
271,273	280
274	281
275	282
276,278	283,284
279	285
280	286
281,282	287
283,284	288
285,287	289
288	290
289	291
290	292
291,292	293
293,294	294,295
295	296
296	297,298
297	299
298	300
299	301,302
300	303
301,302	304,305
303	306
304	307,310
305	311,312
306,307	313
308	314
309	315,317
310	318
311	319
312	320
313	321
314	322
315	323
316	324
317	325,326
318	327,328
319	329
320	330
321	331
322	332
323	333
324,325	334
326	335
327	336,337
328,330	338,339
331	340
332	341,344
333,334	345
335	346
336,338	347
339,340	348,349
341,342	350,351
343	352
344,345	353
346	354
347	355
348	356
349	357
350	358
351	359,360
352	361,362
353	363
354,356	364,365
357,358	366,367
359	368
360	369
361,362	370
363	371,372
364,365	373,374
366	375
367	376
368	377
369	378
370	379
371	380
372	381
373,374	382
375	383
376	384
377	385
378	386
379	387
380	388
381	389,391
382	392
383	393
384	394
385	395
386	396,397
387	398,399
388	400,401
389	402,404
390	405,408
391	409
392	410
393	411
394	412,413
395	414,417
396,397	418
398	419
399	420
400	421
401	422,423
402	424
403	425
404	426
405	427,428
406	429
407,408	430
409	431
-1	432
410	433
411	434,436
412	437
413	438
414	439
415	440,441
416	442
417	443
418	444,445
419	446
420,421	447
422	448
423	449
424	450,452
425	453,454
426	455
427,428	456
429	457,458
430	459
431	460,461
432,433	462
434	463,465
435	466,467
436	468
437	469
438	470,471
439,440	472,473
-1	474
-1	475
441	476,479
442	480,481
443,444	482,484
445	485
446	486
447	487
448	488
449	489
450	490
451	491
452	492
453	493,494
454	495
455	496
456	497,500
457	501,502
458	503
459	504,505
460,462	506,507
463	508
464,465	509,510
466	511,513
467,468	514,515
469	516
470	517
471,473	518,519
474	520
475,477	521
478	522
479	523,524
480	525
481	526
482	527,528
483	529
484	530,531
485	532
486	533
487	534,537
488	538
489	539,540
490	541
491	542,544
492	545
493	546,547
494	548
495	549
496	550
497,498	551
499	552
500	553,554
501,502	555
503,504	556,557
505	558,559
506	560
507	561,562
508	563
509	564
510	565
511	566
512	567
513	568,569
514	570,571
515	572
516	573
517	574,576
518	577
519	578
520,521	579
522	580
523	581
524,525	582
526	583
527	584,587
528,529	588
530	589
531	590
532	591
533	592
534	593
535	594
536	595
537	596
538	597
539	598
540	599
541	600
542	601
543	602,603
544	604
545	605
546	606,607
547	608,609
548,549	610,612
550	613
551	614
552	615
553	616
554	617
555	618
556	619
557	620,621
558	622
559	623
560	624,625
561	626
562	627
563,564	628,629
565	630
566	631,632
567	633
568,569	634,635
570	636
571,572	637,639
573	640,641
574,575	642
576	643
577,578	644,645
579	646
580	647
581,582	648
583	649
584	650
585,586	651
587	652,653
588,589	654,656
590	657,658
591	659,661
592,593	662
594	663
595,596	664
597,598	665
599,600	666
601	667,670
602	671,672
603,605	673,674
606	675,676
607	677,678
608,609	679
610	680
611	681
612	682
613	683,684
614	685
615	686
616	687
617	688
618	689
619	690
620	-1
621	691
622	692,694
623	695
-1	696
-1	697
-1	698
-1	699
-1	700
-1	701
-1	702
-1	703
624,625	704,706
626	707
627,628	708,710
629	711,712
630	713
631	714
632,633	715
634	716
635	717
636	718
637	719
638	720
